Class1,Class2,Class3
0.00574076143500834,0.615903880313605,0.378355358251387
0.896809498594081,0.000999865549759843,0.10219063585616
0.998001998001998,0.000999000999000999,0.000999000999000999
0.915766216057413,0.0405936115853957,0.0436401723571915
0.67027792556816,0.284516509126101,0.045205565305739
0.986262270651379,0.0127380048797938,0.000999724468826941
0.44292508533919,0.556075062322735,0.000999852338075569
0.455120423513113,0.543879740777986,0.000999835708901198
0.582260133015738,0.392575320308819,0.0251645466754435
0.611646036419442,0.223127732248381,0.165226231332177
0.932146095223498,0.0541759946269266,0.0136779101495754
0.389742279287078,0.270180513378042,0.340077207334879
0.521512216910789,0.422677839767362,0.0558099433218484
0.577242546463932,0.421757562285303,0.00099989125076546
0.823678777666541,0.175321245730977,0.000999976602482876
0.320423184154966,0.36117506604372,0.318401749801314
0.857353929620275,0.000999744820528928,0.141646325559196
0.581590817570254,0.101217474491327,0.317191707938418
0.0745004894115736,0.000999940652206711,0.92449956993622
0.085722376465161,0.207542173687081,0.706735449847758
0.473215422827844,0.522840240260648,0.00394433691150772
0.810497515901951,0.188502688523726,0.00099979557432276
0.535983193450934,0.112628603667904,0.351388202881162
0.188392515258913,0.29972360879715,0.511883875943937
0.215355386129793,0.783644659573646,0.000999954296560435
0.326545056477074,0.25013648302019,0.423318460502736
0.303753713067604,0.505010578498671,0.191235708433725
0.0618834695497782,0.00107088519041694,0.937045645259805
0.247900795323429,0.573128628626885,0.178970576049687
0.998001921660396,0.000999039169801835,0.000999039169801835
0.423706975791117,0.528316178180696,0.0479768460281872
0.654802215908231,0.0878045915138068,0.257393192577963
0.881554055150589,0.000999930083961721,0.117446014765449
0.95515612856303,0.00099990246397188,0.0438439689729977
0.458345036231345,0.1211753012848,0.420479662483855
0.527460227344404,0.25932278055607,0.213216992099526
0.268542007264171,0.400099454781093,0.331358537954737
0.615263960921821,0.299122615707,0.0856134233711793
0.829482222422762,0.0604326981832675,0.110085079393971
0.588085945466837,0.267693530419213,0.14422052411395
0.414270493914488,0.265715154743736,0.320014351341776
0.468312312143108,0.130822224460753,0.40086546339614
0.456812069512109,0.476080349969289,0.0671075805186018
0.882130714785276,0.116869605587375,0.000999679627349471
0.339263551027109,0.553597708373635,0.107138740599257
0.000999871031953873,0.51553151454143,0.483468614426616
0.304531470517754,0.460555463929705,0.234913065552542
0.118390934962865,0.823721672954565,0.0578873920825703
0.0581241935077012,0.254832578025485,0.687043228466814
0.720931788238949,0.0548838843938605,0.224184327367191
0.998001514406029,0.000999242796985331,0.000999242796985331
0.998001334516579,0.000999332741710362,0.000999332741710362
0.586415307787995,0.41258475736787,0.000999934844135265
0.613718123121593,0.010025792483032,0.376256084395375
0.289012464973929,0.297100898769265,0.413886636256806
0.998001998001998,0.000999000999000999,0.000999000999000999
0.743682402720619,0.150432802240582,0.105884795038798
0.47184186545864,0.101704576743633,0.426453557797727
0.536428506873261,0.46257162263523,0.000999870491509071
0.656675131084807,0.000999929288498075,0.342324939626695
0.940298725663936,0.058701565303845,0.000999709032219156
0.3189649126534,0.571543498128489,0.109491589218111
0.106829607951283,0.780958733866234,0.112211658182483
0.654351733150948,0.26092096540236,0.0847273014466921
0.320270647006606,0.0644446900511704,0.615284662942224
0.797120500602761,0.201879689207278,0.00099981018996127
0.266548159550713,0.327971992608139,0.405479847841148
0.074261793340458,0.670223095953355,0.255515110706187
0.0011290878470795,0.99336012153387,0.00551079061905096
0.000999953130370943,0.613049354796811,0.385950692072818
0.767881056250972,0.00199026815971544,0.230128675589312
0.193720835810569,0.677681299562532,0.1285978646269
0.382811155416752,0.384504348154124,0.232684496429124
0.648291958450591,0.14485934241045,0.206848699138959
0.330951456028253,0.668048619136273,0.000999924835474306
0.312182635580604,0.647592672774323,0.0402246916450729
0.19725500854864,0.80174508223639,0.000999909214970122
0.379499404498447,0.334793691037137,0.285706904464416
0.594292525329126,0.00099985507699698,0.404707619593877
0.782271864094351,0.166344981823527,0.0513831540821222
0.655729342503101,0.252787988862584,0.0914826686343153
0.337612373702347,0.402030495128625,0.260357131169029
0.799578939569114,0.000999833243077441,0.199421227187808
0.998000777230351,0.000999611384824526,0.000999611384824526
0.567928574740059,0.321670073944597,0.110401351315345
0.694175212778647,0.304824895978077,0.000999891243276268
0.217272247543629,0.781727888183664,0.000999864272707426
0.59115924464032,0.157996993687055,0.250843761672625
0.763336033071311,0.155750417947697,0.0809135489809922
0.343758692018306,0.655241438776491,0.00099986920520307
0.712801391999199,0.104334224156811,0.18286438384399
0.156930324002414,0.593000133790118,0.250069542207468
0.623523313739033,0.0623856398619528,0.314091046399014
0.0501491774029753,0.68349809445764,0.266352728139385
0.00606316308117569,0.616699705037872,0.377237131880952
0.342586816389438,0.358394476520239,0.299018707090323
0.989871238715477,0.000999871854835401,0.00912888942968745
0.0628153177782341,0.677359538219927,0.259825144001839
0.556737486817569,0.0191471500153321,0.424115363167099
0.502513474488024,0.127987190109468,0.369499335402508
0.517830963560965,0.000999922772989119,0.481169113666046
0.317924826867749,0.493278215797894,0.188796957334357
0.295077765976148,0.506870813769128,0.198051420254724
0.90306875361615,0.000999948255054652,0.0959312981287952
0.597289270836953,0.000999873521790093,0.401710855641257
0.96722999647231,0.000999577586400898,0.0317704259412891
0.000999838649370519,0.78299862634009,0.21600153501054
0.947674054684318,0.000999922198454752,0.0513260231172268
0.160532493290254,0.541962714708217,0.297504792001528
0.575775235467987,0.297684255822948,0.126540508709066
0.235223232191353,0.443273001410996,0.321503766397651
0.000999590156085444,0.686315448701801,0.312684961142114
0.528303387525875,0.419466248183025,0.0522303642911002
0.494339774943758,0.447096213322631,0.0585640117336113
0.809153765460392,0.189846254069348,0.000999980470260251
0.40962045314889,0.209154988939454,0.381224557911656
0.758077949275482,0.0224309083720441,0.219491142352474
0.749778852095191,0.249221309043515,0.00099983886129389
0.509746924766191,0.284496583315891,0.205756491917918
0.000999802919286636,0.826680911960946,0.172319285119767
0.437198367587459,0.341789414997121,0.22101221741542
0.554568589085343,0.000999913577522091,0.444431497337135
0.112696998036267,0.439547606523105,0.447755395440628
0.270670010284045,0.329162472014861,0.400167517701094
0.780570222288848,0.000999725493501262,0.218430052217651
0.662657344922905,0.0516521607060511,0.285690494371044
0.000999845651829901,0.688993627019256,0.310006527328914
0.507670719454998,0.350364401300241,0.141964879244761
0.120408822281394,0.810356901757024,0.0692342759615822
0.73367061265631,0.125506727199013,0.140822660144678
0.0870116805649259,0.911988346163436,0.00099997327163801
0.215779246950326,0.503278827877107,0.280941925172567
0.459819534672939,0.325653421195843,0.214527044131218
0.860993431289791,0.11813886811582,0.0208677005943882
0.60448796676134,0.0164501091615976,0.379061924077062
0.598338223701862,0.332686528322091,0.0689752479760474
0.575239972532293,0.184183884058219,0.240576143409487
0.571495615390491,0.0261526197352745,0.402351764874235
0.50093945569914,0.366620375273438,0.132440169027423
0.724149644381505,0.000999818867800763,0.274850536750694
0.000999892141504244,0.727819540675431,0.271180567183065
0.496336069169454,0.227068066873178,0.276595863957368
0.614630816352195,0.011735777727202,0.373633405920603
0.857073961776814,0.14192608779552,0.000999950427666155
0.585292209482804,0.0963707250490783,0.318337065468118
0.208678294243655,0.266014487388458,0.525307218367887
0.47018355715937,0.268414029089498,0.261402413751132
0.000999577651722237,0.532406517077685,0.466593905270593
0.868446490707737,0.118557976590505,0.0129955327017588
0.237986963343828,0.586903774818395,0.175109261837777
0.00099970138800917,0.998000597223982,0.00099970138800917
0.185159697311229,0.174832440515914,0.640007862172857
0.281722940701517,0.489338585942831,0.228938473355652
0.858347241197996,0.140652912361792,0.000999846440211514
0.000999946012615682,0.430314959294936,0.568685094692449
0.5555164735677,0.281185649309077,0.163297877123223
0.528862394538165,0.000999846868373992,0.470137758593461
0.899489205652809,0.0285806572315025,0.0719301371156883
0.744306634598281,0.143566401015755,0.112126964385965
0.34817249105907,0.606629048379097,0.0451984605618327
0.697511029454985,0.297536248742563,0.00495272180245244
0.58573739533404,0.313400697532666,0.100861907133294
0.518329980795345,0.421721676764331,0.0599483424403244
0.708602657420649,0.237154965720215,0.0542423768591361
0.00698578571485448,0.684540947175979,0.308473267109167
0.000999812537932933,0.850499608291822,0.148500579170245
0.694695888928242,0.221761466617336,0.0835426444544216
0.189637530072863,0.474048244511899,0.336314225415238
0.448366338455929,0.550633805765582,0.000999855778488422
0.0550230378208104,0.533172798877099,0.411804163302091
