V1,V2,V3
0.779606414031518,0.001,0.999
0.435066528374093,0.001,0.999
0.0987080445966356,0.668685173436859,0.001
0.179228377439822,0.581573208035259,0.00553919558769983
0.485437349845047,0.859227340444791,0.10400881400597
0.167885258896428,0.334034374922869,0.0200008954763552
0.131390329372221,0.144030416835315,0.0153425132586476
0.47130016706927,0.882112315225936,0.213293802914193
0.247500947791592,0.695607390637386,0.00715481322597211
0.648946488550423,0.999,0.592128362500193
0.424787633333847,0.001,0.775810953947803
0.195402988457048,0.834177170188561,0.00922416154409372
0.24747016469256,0.868562577887066,0.0555299368980526
0.13974231477458,0.566513845903279,0.001
0.0915713408453868,0.512411345582327,0.001
0.0207541878885211,0.590484178934081,0.131507599598266
0.177952827944217,0.758338985646778,0.00658934739711592
0.371071324298218,0.999,0.130618642172431
0.480829430191119,0.999,0.171010721338718
0.329960340930351,0.997795004055665,0.001
0.364430929576699,0.911012098297662,0.001
0.456062295685761,0.821238141639668,0.001
0.299184226478059,0.59403386640579,0.001
0.313487081295559,0.663651603820868,0.0240408218261737
0.426139391134782,0.330860109156564,0.0983062919560805
0.0549301133162669,0.0782826625978533,0.001
0.173807318906252,0.236096475680783,0.001
0.0857399959554586,0.123649635644276,0.001
0.390684665481087,0.330952347465696,0.001
0.25397991006083,0.351625347489887,0.999
0.215455924594634,0.001,0.982715554491752
0.591191503922789,0.286679678761119,0.001
0.308816087328014,0.952234818528828,0.403817808725153
0.747284100891391,0.440864944096434,0.999
0.203094236252221,0.999,0.51068774759292
0.639815586780543,0.26073601899712,0.001
0.904374836054725,0.968366246256362,0.0714058077598261
0.0117812605572387,0.300006170022523,0.999
0.617192309305512,0.602597409932335,0.999
0.574259356419699,0.599974119663761,0.999
0.332739026260109,0.383352825394107,0.001
0.408313058962548,0.688086358549585,0.001
0.974775772702989,0.001,0.698289321384607
0.999,0.279072803061537,0.393982937874941
0.999,0.182028407605125,0.886030143102633
0.999,0.249425910678005,0.872197041661469
0.260552373485138,0.244774195619531,0.001
0.424249208770821,0.27681795684434,0.001
0.539133772504707,0.206446097763788,0.0162894980364703
0.363517546724677,0.268477842455334,0.001
0.147978513190769,0.32348846888376,0.001
0.216515308804894,0.321938072075221,0.001
0.802661516781719,0.78128634637369,0.001
0.49335657183089,0.479833327574207,0.001
0.61228481729345,0.31537461581936,0.001
0.0786005801847409,0.61351608042803,0.041482831750504
0.0952166457320897,0.268490179343845,0.001
0.001,0.814175631937827,0.113385518484416
0.382283420082095,0.999,0.0437714030060624
0.245333725488154,0.999,0.114803204280686
0.001,0.999,0.0993361669379739
0.0219357580403056,0.658884053877797,0.00428815963655549
0.117670455725272,0.525815657532807,0.00339483362340909
0.0997716982825127,0.513514304675064,0.001
0.001,0.603460339730625,0.001
0.115457594088846,0.468295614563172,0.001
0.81070033228613,0.001,0.821841080515318
0.264517312675836,0.999,0.325742900250053
0.457689284996195,0.999,0.485232076536271
0.135954568898688,0.999,0.276781797279575
0.999,0.001,0.804612261727842
0.0800790839710345,0.999,0.0164714058446289
0.709941397719886,0.10715188353741,0.794609303980364
0.311772265942101,0.999,0.247269353058595
0.294945107425201,0.999,0.189586079017201
0.869064669841872,0.21393835310027,0.999
0.0297219479685034,0.68817045760672,0.0810978190951839
0.001,0.999,0.0850816804082174
0.245556919317594,0.754018262523028,0.001
0.0205145276309168,0.732533358378207,0.0149319299738963
0.0721105408302225,0.851380070381081,0.300760044761937
0.0465556894927362,0.263160425457721,0.0147054276070076
0.173149465507409,0.523962323376687,0.001
0.185835071741858,0.385521101654827,0.001
0.468935465649735,0.775518102638223,0.36620983731
0.0917532941762556,0.455684253411313,0.0209902397441506
0.15607888289398,0.618520654517254,0.0190918053206231
0.221589590738263,0.223183490887091,0.0368409013313879
0.001,0.999,0.386491488292667
0.797448313862967,0.46040751066113,0.999
0.810111975865498,0.604035640563734,0.955158778780603
0.272540444447999,0.849537001110855,0.129659721241421
0.427524454737146,0.999,0.276301523317947
0.380352998029673,0.999,0.314461146223574
0.346958076995512,0.845287444090915,0.125960957544755
0.454205025947053,0.999,0.524352402669033
0.413873977361471,0.88138993659682,0.242559586112805
0.198164899976604,0.999,0.001
0.220315276821989,0.999,0.001
0.488892720316441,0.999,0.001
0.015837489622797,0.0172576936539075,0.001
0.108781944294146,0.142630755725695,0.001
0.0503197945521976,0.035239685787262,0.001
0.185951355180312,0.187203167255,0.001
0.597646657537599,0.565449813959314,0.127118663320038
0.533592010366227,0.580983820799032,0.262663469095577
0.503345269972718,0.85792953141541,0.001
0.499295329038309,0.999,0.001
0.537226577065881,0.52107314582221,0.001
0.292204656360975,0.232501287114768,0.001
0.758688944607789,0.471994969853748,0.001
0.912617410744143,0.623396489050425,0.0742254569305674
0.901801121226914,0.734079223378721,0.913409512549367
0.934564427971756,0.652906052632014,0.858614583024394
0.70704708784638,0.248346784291993,0.712308320055385
0.971218523954512,0.268117052271875,0.807604565128653
